src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,psh_flag,urg_flag,label
220.74.107.199,178.21.47.71,15398,3306,ICMP,848,8.385,3,148,15753,42691,0,1,1,0,0,0,normal
75.110.195.23,9.230.244.14,52961,25,TCP,975,8.53,135,178,25031,3509,1,0,0,0,1,0,normal
104.39.72.214,39.106.244.136,59883,110,ICMP,1489,0.634,154,170,12977,36892,1,1,0,0,1,0,normal
17.252.70.115,128.89.125.156,16569,443,UDP,1332,3.619,166,75,12846,2946,1,1,0,0,0,0,normal
38.59.213.20,102.103.82.80,42163,25,ICMP,1017,7.253,95,17,46697,47841,1,1,0,0,0,0,normal
79.195.98.189,31.136.233.101,25475,443,UDP,933,0.67,45,85,47337,29062,0,1,1,0,1,0,normal
129.210.196.52,93.10.225.5,33712,21,TCP,598,2.24,120,135,29796,42283,1,1,0,0,0,0,normal
16.29.115.214,221.168.232.220,35477,5432,TCP,1266,7.873,173,12,2641,34167,1,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,57382,22,TCP,228,0.136,11,6,826,497,0,1,0,0,1,0,brute_force
148.6.37.114,220.241.64.21,14949,25,ICMP,743,2.325,170,27,25686,21343,0,0,1,0,1,0,normal
37.121.98.20,86.160.41.133,30809,80,UDP,593,9.223,66,15,27429,29718,0,1,1,0,1,0,normal
24.195.88.51,195.51.130.206,4101,21,TCP,1160,4.241,76,65,36838,30079,0,1,0,0,0,0,normal
82.243.59.238,35.159.194.47,31609,110,UDP,757,7.411,171,162,19033,24721,0,1,0,0,1,0,normal
142.14.229.214,175.212.208.123,19860,53,TCP,357,9.787,35,97,12101,14065,1,1,1,0,0,0,normal
188.50.217.238,73.145.51.188,41436,22,UDP,944,7.755,33,27,27142,36241,1,1,0,0,0,0,normal
87.202.255.223,248.126.172.180,61092,80,TCP,783,0.886,53,75,8656,42007,1,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,44942,10194,TCP,60,0.007,1,0,60,40,1,0,0,1,0,0,port_scan
166.120.151.220,178.115.118.208,16495,8080,ICMP,625,0.038,164,0,678332,100,0,0,0,0,0,0,ddos
111.65.253.250,178.115.118.208,28390,8080,UDP,661,0.029,751,2,552024,100,1,0,0,0,0,0,ddos
124.210.60.148,123.89.120.232,36921,110,ICMP,940,0.645,155,94,15092,32259,1,0,0,0,1,0,normal
221.243.31.134,166.200.43.146,57491,53,UDP,1354,5.492,11,87,3834,46718,1,0,0,0,0,0,normal
54.52.180.248,218.224.142.225,3009,53,UDP,406,9.121,155,126,3854,20237,1,1,1,0,1,0,normal
52.206.229.116,197.100.243.165,8474,5432,ICMP,131,5.66,126,175,5701,27090,0,1,0,0,1,0,normal
167.46.207.142,228.159.189.25,5930,143,TCP,189,1.196,46,12,9866,30122,0,1,1,0,1,0,normal
233.152.181.60,115.76.85.202,28409,53,TCP,969,8.314,2,80,43141,8847,0,0,0,0,0,0,normal
220.57.189.170,60.53.18.204,42394,443,TCP,841,6.233,78,129,25679,29414,1,0,0,0,1,0,normal
186.234.119.122,108.70.139.140,62236,3306,TCP,368,2.094,95,155,27017,36640,0,1,0,0,0,0,normal
74.93.123.69,107.254.56.76,64983,25,UDP,1395,2.933,194,37,40099,14530,1,0,1,0,1,0,normal
76.86.31.42,178.115.118.208,20004,8080,UDP,848,0.083,1735,0,834474,0,0,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,57860,3389,TCP,240,0.291,15,8,485,149,0,1,0,1,1,0,brute_force
63.225.37.1,40.178.25.65,56882,5432,TCP,386,4.879,5,9,10905,7303,1,0,1,0,0,0,normal
103.116.191.236,91.29.189.139,21959,22,UDP,521,4.829,24,55,23658,33516,1,0,0,0,0,0,normal
71.209.17.70,77.195.170.79,20704,3306,TCP,985,6.286,67,14,10517,18795,0,0,0,0,0,0,normal
177.161.47.61,129.177.205.127,1269,143,ICMP,309,8.848,12,69,3729,16185,1,1,1,0,0,0,normal
156.193.245.207,178.115.118.208,1735,8080,ICMP,509,0.09,1529,1,315365,0,0,0,0,0,0,0,ddos
184.202.31.95,124.15.85.74,9423,443,ICMP,648,1.982,101,35,46551,48387,1,1,0,0,0,0,normal
51.57.175.116,141.53.168.32,50947,53,ICMP,1207,5.242,16,152,29854,16411,0,0,1,0,1,0,normal
60.159.79.251,178.115.118.208,48581,8080,UDP,652,0.048,551,0,376796,0,1,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,52453,23,TCP,286,0.786,8,10,522,826,0,1,0,1,1,0,brute_force
67.93.80.98,4.2.213.156,53733,8080,TCP,697,0.284,9,7,3763,233,0,1,0,0,1,0,sql_injection
79.84.99.204,184.176.233.248,36741,110,TCP,507,9.015,132,159,11969,27855,0,0,1,0,0,0,normal
78.255.155.117,128.189.122.119,9854,110,UDP,548,1.272,119,75,49795,49564,0,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,47064,16320,TCP,60,0.004,1,1,60,0,1,0,0,0,0,0,port_scan
98.216.155.74,178.115.118.208,6497,8080,UDP,763,0.016,1278,2,402217,0,1,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,59566,3389,TCP,149,0.956,13,6,239,905,0,1,0,1,1,0,brute_force
248.137.232.12,70.130.185.217,62837,5432,UDP,713,5.988,6,10,5374,13176,0,1,0,0,0,0,normal
44.46.114.122,221.147.70.154,26495,80,TCP,1496,7.615,14,8,37804,11592,0,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,44589,23307,TCP,60,0.007,1,0,60,0,1,0,0,0,0,0,port_scan
66.243.12.15,142.234.217.213,33975,3306,TCP,503,0.052,183,92,37268,37235,1,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,56289,21,TCP,133,0.365,12,9,226,561,0,1,0,0,1,0,brute_force
2.132.29.209,251.205.120.179,36673,5432,ICMP,650,9.622,23,58,46461,19744,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,41003,63038,TCP,60,0.003,1,0,60,40,1,0,0,0,0,0,port_scan
150.5.158.87,44.177.15.206,21596,443,TCP,743,5.639,131,177,31516,14970,1,0,0,0,1,0,normal
65.194.31.181,123.97.243.181,16991,110,TCP,650,2.7,103,93,6763,49726,1,1,1,0,1,0,normal
44.212.169.4,55.112.153.80,23788,25,UDP,1267,9.503,31,35,14407,38796,1,1,0,0,0,0,normal
58.28.19.125,159.105.47.48,18986,3306,TCP,1402,7.964,58,167,17205,5094,0,0,0,0,0,0,normal
67.93.80.98,4.2.213.156,52642,443,TCP,542,0.51,11,9,3453,1551,0,1,0,0,1,0,sql_injection
67.93.80.98,4.2.213.156,43721,80,TCP,208,1.313,8,7,3719,1493,0,1,0,0,1,0,sql_injection
74.134.126.134,237.120.99.43,40993,143,UDP,832,2.29,96,149,3281,15466,1,1,1,0,0,0,normal
226.174.240.33,178.115.118.208,55880,8080,ICMP,965,0.018,764,2,483409,0,1,0,0,0,0,0,ddos
243.1.84.95,146.54.173.59,26925,25,UDP,1012,3.708,121,183,48768,27607,1,0,1,0,0,0,normal
121.198.32.247,213.124.245.84,4675,3306,ICMP,1407,8.788,60,45,9103,1876,0,0,0,0,0,0,normal
143.124.9.203,147.90.145.230,59572,110,ICMP,1017,4.369,16,138,47800,30608,0,1,0,0,1,0,normal
119.250.78.159,24.161.244.47,13001,143,TCP,1031,7.509,37,24,18753,40778,0,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,44301,21,TCP,172,0.507,8,3,725,748,0,1,0,1,1,0,brute_force
181.181.164.116,178.115.118.208,34989,8080,ICMP,980,0.048,358,2,77600,0,1,0,0,0,0,0,ddos
100.208.22.28,43.14.206.230,34842,25,TCP,1248,6.881,40,20,20093,14818,1,1,0,0,1,0,normal
119.151.50.131,180.14.7.5,3200,53,UDP,679,1.124,137,19,10033,33657,0,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,54225,21,TCP,254,0.332,15,3,407,580,0,1,0,0,1,0,brute_force
236.194.210.99,135.163.202.73,48362,22,TCP,209,0.416,9,6,543,468,0,1,0,1,1,0,brute_force
25.102.228.225,95.3.65.145,41739,443,ICMP,457,4.664,172,56,47741,17267,1,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,55908,23,TCP,162,0.512,6,8,664,197,0,1,0,1,1,0,brute_force
16.74.51.19,113.255.51.156,61345,443,UDP,252,5.082,169,1,11039,22139,0,1,1,0,1,0,normal
103.74.106.156,53.180.29.122,2665,3306,UDP,170,4.067,179,150,9485,29741,1,1,0,0,0,0,normal
211.209.31.110,224.127.243.192,34202,25,UDP,1480,5.023,123,67,5729,1833,0,1,0,0,0,0,normal
32.83.35.115,103.13.72.211,58991,110,TCP,1078,6.698,107,51,9708,10894,1,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,59664,3389,TCP,289,0.206,11,7,1030,925,0,1,0,1,1,0,brute_force
108.26.47.199,219.217.238.100,54942,110,ICMP,173,8.423,45,44,13879,19697,1,1,0,0,1,0,normal
166.231.32.63,162.82.105.22,12004,25,UDP,767,0.837,61,58,38314,19037,0,0,1,0,0,0,normal
15.103.70.15,13.183.124.58,30724,5432,TCP,327,9.096,141,134,49940,24558,1,0,1,0,1,0,normal
241.158.226.213,178.115.118.208,65046,8080,UDP,824,0.057,881,2,583871,0,1,0,0,0,1,0,ddos
81.205.194.230,154.211.250.13,61142,143,TCP,1147,9.889,193,180,23529,13751,0,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,57648,8080,TCP,313,0.906,12,10,3010,1293,0,1,0,0,1,0,sql_injection
52.68.209.120,219.210.136.47,4870,443,ICMP,1287,3.155,2,67,12546,37329,0,1,0,0,1,0,normal
63.175.96.227,73.212.51.4,9015,25,TCP,572,5.348,58,180,37802,31550,0,1,1,0,1,0,normal
56.50.103.52,128.70.81.239,39613,5432,ICMP,1328,6.785,160,7,25595,4827,0,0,1,0,0,0,normal
233.164.132.244,195.174.218.44,14915,443,ICMP,1072,6.308,178,112,20189,1750,0,1,1,0,0,0,normal
32.92.21.25,178.115.118.208,25020,8080,TCP,627,0.045,1209,2,214369,0,0,0,0,0,0,0,ddos
46.248.178.113,19.31.68.162,29995,53,TCP,231,5.707,34,80,29979,40908,0,1,0,0,1,0,normal
164.223.104.173,12.106.100.22,11023,53,UDP,205,4.338,159,63,49394,100,1,0,1,0,0,0,normal
78.191.255.219,196.75.254.49,46664,80,UDP,367,9.168,148,50,24547,10231,0,0,0,0,0,0,normal
207.225.54.145,210.225.242.91,1858,22,TCP,990,2.68,69,69,10144,43938,1,0,1,0,1,0,normal
151.246.96.3,42.197.240.13,47164,110,UDP,178,7.576,126,96,41386,7248,0,0,1,0,1,0,normal
49.237.207.36,115.57.206.18,36075,3306,UDP,1090,7.731,157,97,18943,30574,1,1,1,0,0,0,normal
232.156.106.30,103.138.179.157,22043,25,UDP,1313,8.905,162,95,10293,40176,0,0,0,0,0,0,normal
204.214.167.39,178.115.118.208,5026,8080,UDP,912,0.029,473,0,990389,100,0,0,0,0,0,0,ddos
67.93.80.98,4.2.213.156,40695,80,TCP,248,0.3,9,4,3607,1875,0,1,0,0,1,0,sql_injection
67.178.232.205,197.173.200.137,10411,143,ICMP,79,8.63,98,56,16427,21993,0,0,0,0,0,0,normal
175.92.31.92,178.115.118.208,31961,8080,ICMP,1438,0.008,1740,1,448251,0,1,0,0,0,1,0,ddos
43.8.53.240,198.148.62.232,10533,110,ICMP,753,2.305,154,67,45147,18879,1,1,0,0,0,0,normal
74.185.171.106,203.124.109.159,38975,5432,UDP,455,7.132,123,87,8219,43768,0,0,1,0,0,0,normal
189.53.250.231,151.211.4.46,36535,5432,ICMP,226,0.149,44,12,30261,31972,0,1,1,0,1,0,normal
197.250.247.195,164.90.29.196,51079,21,TCP,592,2.809,195,142,5796,17520,0,1,0,0,1,0,normal
67.93.80.98,4.2.213.156,57158,443,TCP,668,0.853,7,4,2043,684,0,1,0,0,1,0,sql_injection
177.50.50.67,244.61.146.167,58896,25,ICMP,132,8.074,174,27,32395,29055,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,41209,1832,TCP,60,0.002,1,1,60,0,1,0,0,0,0,0,port_scan
102.104.100.14,178.115.118.208,58418,8080,UDP,1113,0.019,326,2,941191,100,0,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,43871,19551,TCP,60,0.01,1,0,60,40,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,40726,23,TCP,219,0.22,10,8,611,944,0,1,0,0,1,0,brute_force
29.12.203.219,162.0.122.173,45023,29310,TCP,60,0.009,1,0,60,0,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,56842,3389,TCP,248,0.159,14,7,1443,550,0,1,0,0,1,0,brute_force
100.60.209.190,221.131.164.57,53301,5432,UDP,825,2.478,174,200,16906,17719,0,0,0,0,1,0,normal
8.134.45.170,64.96.227.230,20635,110,ICMP,1020,6.215,153,122,20542,26188,0,1,1,0,1,0,normal
88.38.160.28,214.39.80.114,28658,143,UDP,1386,7.067,86,65,32331,29877,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,44917,60960,TCP,60,0.009,1,1,60,0,1,0,0,0,0,0,port_scan
194.57.98.89,178.115.118.208,61373,8080,ICMP,559,0.048,1659,2,654913,100,0,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,43734,58533,TCP,60,0.008,1,0,60,0,1,0,0,1,0,0,port_scan
154.61.114.183,178.115.118.208,7630,8080,TCP,1432,0.076,1532,2,982037,100,1,0,0,0,1,0,ddos
209.57.93.193,156.164.128.138,43280,22,TCP,1472,6.762,163,41,45132,49685,0,0,1,0,0,0,normal
29.12.203.219,162.0.122.173,47077,30523,TCP,60,0.003,1,0,60,40,1,0,0,0,0,0,port_scan
106.179.4.182,139.171.198.143,27494,80,ICMP,1477,0.347,96,103,39167,28028,1,0,0,0,1,0,normal
104.5.137.182,179.0.180.228,37727,3306,UDP,601,7.397,195,165,28856,28711,0,1,0,0,0,0,normal
150.203.143.204,65.74.73.56,8877,80,TCP,576,5.939,157,93,28639,40111,0,0,1,0,1,0,normal
209.36.120.161,178.115.118.208,63890,8080,UDP,1395,0.02,1670,2,95211,0,1,0,0,0,1,0,ddos
172.83.215.134,144.241.172.222,47311,143,TCP,151,3.207,122,135,26735,31948,0,1,1,0,0,0,normal
205.75.158.96,135.243.225.67,16541,443,TCP,1460,2.193,147,114,28745,6431,0,0,0,0,1,0,normal
36.61.29.227,178.115.118.208,17789,8080,TCP,932,0.039,958,2,760112,100,0,0,0,0,0,0,ddos
63.98.99.35,233.229.204.84,27203,25,ICMP,210,8.295,150,150,1826,48797,1,1,0,0,0,0,normal
237.186.133.8,95.196.107.94,42155,143,UDP,402,4.088,15,100,10503,1814,1,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,40043,33481,TCP,60,0.008,1,1,60,0,1,0,0,1,0,0,port_scan
137.182.60.41,99.170.197.226,3449,143,UDP,1193,9.462,34,115,49597,28273,1,1,0,0,1,0,normal
74.105.168.103,62.56.61.205,4169,80,ICMP,635,3.877,113,161,20931,37743,0,1,0,0,0,0,normal
150.166.197.179,2.33.117.142,50583,53,TCP,746,2.645,37,196,17575,28999,0,0,0,0,0,0,normal
43.130.234.12,87.222.124.238,2665,143,UDP,1075,8.643,148,150,7863,11380,0,1,1,0,1,0,normal
32.59.30.191,29.240.53.43,48287,110,TCP,927,5.638,4,200,5816,23561,0,1,1,0,0,0,normal
124.124.42.229,189.174.251.182,39439,80,UDP,1125,1.369,54,141,32554,35838,0,1,1,0,0,0,normal
67.93.80.98,4.2.213.156,52164,80,TCP,512,1.234,15,10,1359,1150,0,1,0,0,1,0,sql_injection
207.59.201.9,150.180.73.30,29760,21,UDP,395,3.85,25,165,46205,47240,1,1,0,0,0,0,normal
167.150.93.154,125.148.202.254,4810,22,ICMP,214,2.336,22,198,14966,34180,0,0,1,0,1,0,normal
79.228.136.251,43.222.50.174,40490,3306,TCP,154,1.948,92,170,10501,35354,0,0,0,0,1,0,normal
236.194.210.99,135.163.202.73,48194,22,TCP,242,0.858,9,7,607,498,0,1,0,1,1,0,brute_force
116.170.59.134,211.27.75.207,6745,143,TCP,86,5.724,184,151,20034,49471,1,1,1,0,0,0,normal
20.151.111.219,154.34.97.41,57219,80,UDP,497,0.023,130,169,18170,37137,0,1,0,0,0,0,normal
59.238.110.234,152.151.177.8,45551,3306,UDP,586,3.501,102,72,37982,14108,0,0,1,0,0,0,normal
229.91.175.160,28.49.124.223,38608,53,ICMP,890,1.214,137,167,30609,33462,1,1,0,0,0,0,normal
218.181.167.83,178.115.118.208,37740,8080,ICMP,506,0.013,173,1,496781,100,1,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,41610,52835,TCP,60,0.002,1,0,60,40,1,0,0,0,0,0,port_scan
137.31.97.142,35.35.192.125,25965,5432,TCP,405,1.555,176,56,11588,5523,1,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,50685,23,TCP,188,0.511,8,4,677,520,0,1,0,1,1,0,brute_force
145.244.40.215,52.230.240.217,52136,21,TCP,184,6.567,7,96,21749,27405,0,1,0,0,1,0,normal
168.60.68.220,202.202.207.157,20616,53,UDP,1090,4.722,184,18,4386,38020,1,0,1,0,1,0,normal
67.93.80.98,4.2.213.156,52548,443,TCP,842,1.062,20,5,3662,1353,0,1,0,0,1,0,sql_injection
89.90.200.195,173.188.135.251,7630,22,UDP,1404,0.325,150,83,14272,45260,1,1,0,0,1,0,normal
96.202.72.96,249.10.220.97,8875,53,UDP,1446,8.838,106,50,37741,39240,0,1,0,0,1,0,normal
190.13.223.165,252.75.79.175,55716,3306,UDP,760,4.223,118,198,18883,17876,1,1,0,0,0,0,normal
109.136.255.209,178.115.118.208,33028,8080,UDP,526,0.044,464,1,384230,100,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,51752,23,TCP,144,0.214,12,4,607,671,0,1,0,0,1,0,brute_force
112.18.80.223,68.52.154.175,7915,110,UDP,767,4.82,1,131,24151,46351,0,0,1,0,0,0,normal
6.85.244.10,37.100.22.166,27589,22,UDP,1291,7.104,67,65,1800,37591,0,1,1,0,0,0,normal
103.90.246.207,103.128.186.71,24201,143,UDP,1113,7.074,147,184,49152,19788,1,1,1,0,0,0,normal
123.88.249.214,27.29.237.242,15694,110,ICMP,181,1.473,78,186,12156,35921,1,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,41711,61002,TCP,60,0.003,1,1,60,40,1,0,0,1,0,0,port_scan
149.203.77.15,187.231.75.100,64228,143,UDP,578,8.174,165,98,45545,4959,1,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,44873,12915,TCP,60,0.004,1,1,60,40,1,0,0,0,0,0,port_scan
236.194.210.99,135.163.202.73,54242,21,TCP,168,0.88,6,10,1396,611,0,1,0,0,1,0,brute_force
8.49.219.110,235.52.10.155,42903,22,TCP,1135,7.094,38,119,32991,22423,0,1,0,0,1,0,normal
197.246.81.125,178.115.118.208,50473,8080,UDP,769,0.065,424,0,594688,0,1,0,0,0,0,0,ddos
130.254.12.16,116.96.212.118,6941,443,ICMP,674,6.718,186,197,40971,9602,1,0,1,0,1,0,normal
29.91.45.222,113.154.148.129,9556,53,UDP,694,4.582,45,99,6585,24682,0,0,0,0,1,0,normal
252.69.51.10,178.115.118.208,29297,8080,ICMP,1050,0.011,1960,0,948830,100,1,0,0,0,1,0,ddos
38.84.107.197,67.198.52.75,48264,21,UDP,1307,3.602,96,82,2472,25768,0,1,1,0,1,0,normal
243.13.105.95,68.92.113.228,12422,22,TCP,322,1.552,7,160,44818,44815,1,0,1,0,0,0,normal
6.104.74.210,178.115.118.208,57847,8080,ICMP,1108,0.049,101,2,389658,0,0,0,0,0,0,0,ddos
242.72.171.250,28.163.12.134,14975,22,TCP,954,3.808,41,93,42291,33276,1,0,0,0,1,0,normal
111.226.56.176,97.39.241.229,39029,22,TCP,812,4.821,172,173,5810,6092,1,1,1,0,0,0,normal
67.93.80.98,4.2.213.156,50560,8080,TCP,657,0.318,13,9,3222,102,0,1,0,0,1,0,sql_injection
11.132.123.196,20.32.115.189,47243,53,TCP,1386,5.768,42,158,36025,3882,0,0,1,0,0,0,normal
62.112.148.82,109.162.76.209,8800,21,ICMP,438,4.683,34,172,10398,892,0,0,1,0,1,0,normal
197.124.131.9,60.118.172.151,29989,443,ICMP,1077,3.683,44,70,24716,37119,1,0,0,0,0,0,normal
64.79.57.218,178.115.118.208,61826,8080,TCP,1225,0.002,1509,1,700211,100,0,0,0,0,1,0,ddos
7.51.229.117,210.168.27.243,62070,5432,UDP,612,1.885,76,143,7740,47130,1,0,1,0,0,0,normal
240.95.115.67,239.142.38.157,57322,5432,TCP,249,9.22,173,163,9089,21368,1,1,1,0,0,0,normal
184.165.146.77,178.115.118.208,40396,8080,UDP,594,0.006,1855,0,77911,0,1,0,0,0,0,0,ddos
234.249.191.118,42.93.196.203,15785,143,UDP,701,1.249,64,69,21094,14436,1,0,1,0,1,0,normal
117.21.109.227,151.244.4.17,60788,5432,ICMP,227,2.902,108,88,20698,15057,1,0,0,0,0,0,normal
107.143.219.64,178.115.118.208,10449,8080,ICMP,1363,0.079,218,0,991542,100,1,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,49696,59494,TCP,60,0.008,1,1,60,40,1,0,0,1,0,0,port_scan
136.213.82.201,70.221.190.199,54343,110,UDP,1042,7.656,20,148,37689,25071,1,1,1,0,1,0,normal
177.238.203.77,164.195.244.2,13808,80,UDP,647,5.597,5,9,31159,45157,0,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,45795,443,TCP,926,0.662,16,7,1709,1470,0,1,0,0,1,0,sql_injection
67.93.80.98,4.2.213.156,48191,443,TCP,709,1.935,19,10,3310,824,0,1,0,0,1,0,sql_injection
55.18.185.106,137.206.244.76,41980,5432,TCP,500,5.975,146,9,22786,46713,0,1,1,0,0,0,normal
70.58.223.34,108.170.162.81,48818,443,UDP,688,4.674,10,85,33515,13935,0,0,1,0,1,0,normal
29.12.203.219,162.0.122.173,44336,49930,TCP,60,0.004,1,0,60,40,1,0,0,1,0,0,port_scan
236.194.210.99,135.163.202.73,40780,21,TCP,276,0.129,5,5,1345,623,0,1,0,1,1,0,brute_force
53.142.118.128,16.13.128.205,51261,110,TCP,1038,3.132,81,41,48539,36272,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,46390,443,TCP,506,1.505,18,6,4279,1388,0,1,0,0,1,0,sql_injection
190.228.206.97,23.58.223.176,42172,25,ICMP,1233,0.597,70,169,35662,9446,1,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,42160,80,TCP,743,0.503,13,5,1431,1450,0,1,0,0,1,0,sql_injection
170.173.192.195,178.115.118.208,60442,8080,ICMP,660,0.017,1711,1,702378,0,0,0,0,0,0,0,ddos
247.179.201.43,178.115.118.208,25871,8080,UDP,1389,0.029,897,1,895576,0,1,0,0,0,0,0,ddos
69.4.226.252,91.78.222.149,28745,25,TCP,597,0.653,59,100,39810,19983,0,1,1,0,0,0,normal
143.165.204.35,20.204.12.168,53973,80,ICMP,856,5.979,158,68,48944,29849,1,1,0,0,1,0,normal
112.15.162.24,23.180.3.1,20776,53,UDP,647,1.814,59,155,10996,3024,1,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,44014,58058,TCP,60,0.01,1,1,60,0,1,0,0,1,0,0,port_scan
29.12.203.219,162.0.122.173,45337,2747,TCP,60,0.002,1,1,60,40,1,0,0,0,0,0,port_scan
148.33.12.97,166.84.14.195,7710,22,UDP,253,4.846,186,104,12318,44916,0,0,1,0,1,0,normal
29.12.203.219,162.0.122.173,42923,48792,TCP,60,0.007,1,0,60,40,1,0,0,1,0,0,port_scan
67.93.80.98,4.2.213.156,47630,8080,TCP,625,0.93,5,10,4792,1325,0,1,0,0,1,0,sql_injection
54.223.235.152,246.169.52.179,20908,143,TCP,1477,9.621,61,194,31762,3481,0,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,55661,443,TCP,633,1.929,15,9,3373,307,0,1,0,0,1,0,sql_injection
189.236.63.139,96.255.136.169,20915,80,UDP,978,5.183,40,56,26877,20064,1,1,0,0,0,0,normal
152.128.193.119,76.108.152.243,55428,22,ICMP,1451,6.045,167,58,8805,5687,0,0,0,0,0,0,normal
68.54.118.168,47.85.107.186,20656,21,TCP,1431,2.778,163,106,19720,21306,1,0,1,0,1,0,normal
115.59.186.245,207.132.217.88,41452,22,TCP,1462,4.609,188,41,16747,37994,0,0,0,0,1,0,normal
25.131.202.193,209.8.255.99,50267,5432,UDP,1161,9.278,92,96,33650,16085,1,0,0,0,0,0,normal
22.134.179.123,74.112.163.79,7398,3306,UDP,941,0.545,122,80,15398,17427,0,0,1,0,0,0,normal
9.218.187.125,153.94.39.207,19622,53,TCP,697,9.733,42,98,17286,18161,1,0,1,0,0,0,normal
207.195.209.203,152.187.111.224,47068,22,TCP,981,0.405,127,25,17331,37010,0,0,1,0,1,0,normal
170.217.67.2,128.188.70.128,24529,53,UDP,1132,9.762,37,79,31289,5176,1,0,1,0,0,0,normal
71.158.241.128,236.246.182.21,2882,22,ICMP,497,8.384,105,179,4252,2255,1,0,1,0,1,0,normal
237.213.188.17,71.12.231.207,60081,25,TCP,1099,4.285,32,168,47241,28454,0,1,0,0,1,0,normal
232.132.187.166,178.115.118.208,5498,8080,ICMP,670,0.081,487,1,970760,100,0,0,0,0,0,0,ddos
255.49.79.52,28.77.13.209,5306,53,TCP,1136,2.8,170,6,33173,15744,1,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,45693,22,TCP,143,0.585,9,4,369,353,0,1,0,0,1,0,brute_force
59.227.69.44,177.80.20.157,17324,110,ICMP,1358,0.678,130,169,13986,19253,1,0,1,0,0,0,normal
20.245.29.254,201.195.59.31,12055,53,ICMP,617,3.544,105,112,33359,32629,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,43719,5170,TCP,60,0.004,1,0,60,0,1,0,0,0,0,0,port_scan
29.12.203.219,162.0.122.173,43150,16685,TCP,60,0.006,1,0,60,40,1,0,0,1,0,0,port_scan
138.32.100.213,25.28.216.47,6234,25,TCP,620,8.56,7,18,10927,16373,0,1,0,0,0,0,normal
18.60.26.222,105.86.209.51,40666,53,ICMP,312,7.802,179,53,26456,14755,1,1,0,0,1,0,normal
80.225.173.228,51.34.8.41,31671,80,ICMP,370,0.165,85,135,40401,5960,1,0,1,0,1,0,normal
75.127.177.53,71.200.0.40,9044,3306,TCP,1343,0.976,170,198,30075,34589,1,1,1,0,1,0,normal
173.158.226.147,173.246.146.249,65466,443,ICMP,139,7.89,59,199,15986,42504,0,1,0,0,0,0,normal
110.117.14.196,178.115.118.208,27851,8080,TCP,1070,0.059,1651,0,900978,0,1,0,0,0,0,0,ddos
29.12.203.219,162.0.122.173,47038,61878,TCP,60,0.009,1,0,60,0,1,0,0,1,0,0,port_scan
64.183.166.193,92.15.23.112,11936,110,UDP,660,5.957,88,162,17482,28075,0,1,0,0,0,0,normal
11.87.96.58,69.54.251.21,61347,21,ICMP,1114,5.397,137,26,46120,44805,1,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,43191,23104,TCP,60,0.008,1,0,60,40,1,0,0,1,0,0,port_scan
67.93.80.98,4.2.213.156,55175,443,TCP,757,0.714,10,1,4642,1862,0,1,0,0,1,0,sql_injection
227.64.178.40,71.12.111.17,55998,443,ICMP,332,5.014,170,3,9819,45097,1,1,0,0,0,0,normal
108.77.254.241,178.115.118.208,13637,8080,ICMP,1448,0.059,1412,0,566552,0,1,0,0,0,0,0,ddos
152.235.61.38,205.204.59.77,49368,53,ICMP,766,0.648,56,114,47374,14625,1,0,0,0,0,0,normal
