src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,label
231.80.191.201,254.79.159.189,40531,41092,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
212.149.50.243,102.116.231.221,28379,443,UDP,809,0.365,25,41,8117,9824,0,1,0,0,normal
231.80.191.201,254.79.159.189,49282,10644,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
198.252.225.219,5.157.80.245,47603,22,UDP,350,1.341,99,82,7385,132,0,0,0,0,normal
71.106.136.232,217.219.125.38,49142,21,UDP,685,0.618,20,34,3968,870,1,1,1,0,normal
68.197.30.56,57.248.183.162,38717,21,UDP,1307,2.465,68,64,6028,3248,1,0,0,0,normal
196.83.181.23,187.131.93.5,60648,80,TCP,550,0.778,32,68,9552,4953,0,0,1,0,normal
13.244.243.7,10.254.66.205,40650,25,TCP,482,0.416,15,32,3556,6546,1,1,1,0,normal
80.125.12.104,24.91.81.160,4855,53,UDP,451,1.539,27,15,8887,1988,1,1,0,0,normal
186.140.99.42,112.198.79.254,9265,80,TCP,1459,0.064,431,0,459071,0,1,0,0,0,ddos
77.64.233.14,51.201.97.91,7141,22,UDP,1389,1.594,60,96,8175,8200,0,0,1,0,normal
231.80.191.201,254.79.159.189,47444,12748,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
86.127.155.193,136.169.36.215,36666,80,UDP,913,0.872,36,41,4633,9541,0,0,0,0,normal
231.80.191.201,254.79.159.189,42465,59981,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
129.162.158.188,112.198.79.254,58553,80,TCP,1200,0.028,904,0,393594,0,1,0,0,0,ddos
54.75.1.34,3.226.214.156,1816,21,UDP,851,3.96,39,47,1060,6866,1,0,0,0,normal
231.80.191.201,254.79.159.189,47743,1145,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
211.96.240.145,7.126.165.107,33436,443,TCP,322,1.588,66,29,3805,2729,1,0,1,0,normal
213.27.60.99,185.60.160.112,16710,80,TCP,555,1.827,90,54,9164,3556,0,0,0,0,normal
122.252.167.48,155.156.100.49,30254,25,TCP,1288,4.978,21,100,6520,6914,1,1,1,0,normal
198.213.253.238,218.184.35.60,7476,22,ICMP,1016,0.037,2,9,3555,5481,1,1,0,0,normal
38.250.146.76,214.65.201.30,8854,53,ICMP,1082,0.516,35,6,6228,1552,0,0,1,0,normal
231.215.213.39,200.19.208.183,39241,443,UDP,984,1.575,49,71,589,1164,0,0,1,0,normal
14.123.182.11,128.138.118.240,1338,53,ICMP,1161,0.417,36,64,8490,7230,1,0,0,0,normal
231.80.191.201,254.79.159.189,48933,62046,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,40746,5272,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
174.84.161.37,118.152.218.102,40927,21,UDP,485,4.09,77,27,8343,170,1,0,0,0,normal
140.173.172.33,225.55.112.214,40942,80,TCP,252,3.117,10,54,5492,9929,1,1,0,0,normal
212.202.188.117,112.198.79.254,43457,80,TCP,1045,0.095,380,0,198439,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49808,26606,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
49.21.161.206,82.246.112.37,57901,53,UDP,1418,2.696,38,51,8943,4480,0,1,1,0,normal
130.194.212.27,111.227.10.176,15798,25,ICMP,1263,1.556,60,87,7535,3884,1,1,0,0,normal
231.80.191.201,254.79.159.189,42439,40845,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
210.155.250.99,88.229.95.160,18864,53,TCP,251,4.468,72,40,4705,6598,0,1,0,0,normal
143.62.71.115,120.93.162.217,21795,80,UDP,694,1.679,60,28,5360,8473,0,1,0,0,normal
214.239.167.71,110.236.168.72,23679,53,ICMP,570,2.22,93,68,1926,6753,1,0,0,0,normal
45.113.76.190,229.51.119.168,44670,21,ICMP,1253,0.72,7,90,1843,8200,1,0,1,0,normal
178.110.141.115,112.198.79.254,10330,80,TCP,554,0.029,262,0,199030,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,43053,65414,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
9.42.234.175,151.111.108.24,34135,22,UDP,1195,1.628,36,54,8260,5953,0,1,0,0,normal
114.81.250.74,59.113.239.86,64975,21,ICMP,947,4.212,70,69,3362,1333,0,0,1,0,normal
224.190.142.162,111.150.130.175,43914,25,UDP,1099,4.633,56,63,3508,7848,1,1,1,0,normal
40.179.134.221,179.37.5.165,12849,53,UDP,1454,2.364,54,69,6941,4147,0,0,0,0,normal
246.248.35.21,112.198.79.254,50162,80,TCP,979,0.071,614,0,303163,0,1,0,0,0,ddos
180.150.42.218,205.163.144.43,31750,22,TCP,1252,4.451,79,3,8794,7813,1,1,0,0,normal
231.80.191.201,254.79.159.189,43437,57555,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
238.45.38.42,33.129.134.134,30609,443,ICMP,459,1.523,52,39,1539,1354,0,0,1,0,normal
198.237.243.11,235.244.63.88,7698,25,ICMP,1356,4.154,2,15,8568,2724,0,1,0,0,normal
53.127.250.113,204.52.212.31,28125,21,ICMP,1115,2.188,33,67,7976,8331,1,0,0,0,normal
129.20.165.236,68.249.233.206,39253,25,UDP,1099,0.405,43,65,1910,7750,0,1,0,0,normal
147.100.95.162,233.105.129.128,44311,21,TCP,477,1.564,19,61,3140,2630,1,1,0,0,normal
80.247.159.53,141.71.213.116,35227,53,TCP,622,2.335,19,24,5321,4509,1,1,1,0,normal
150.96.4.44,249.72.85.206,35630,25,TCP,553,0.233,12,50,8524,5870,0,0,0,0,normal
79.208.194.81,193.24.87.4,37242,22,TCP,811,0.353,82,91,4836,4916,1,1,1,0,normal
209.70.151.90,182.114.48.14,56664,21,ICMP,93,0.23,18,96,1046,2790,0,1,0,0,normal
58.53.245.176,16.135.72.4,60542,21,UDP,423,4.797,28,10,3580,4050,0,1,0,0,normal
181.120.185.241,181.199.53.138,42127,53,ICMP,436,2.724,63,96,3982,8563,1,0,1,0,normal
50.5.134.71,181.217.191.253,43302,80,ICMP,755,0.472,15,59,3969,4401,1,1,1,0,normal
15.200.220.29,107.11.143.169,42428,443,ICMP,638,0.935,54,96,2572,1860,0,1,0,0,normal
180.53.94.4,126.178.153.186,59931,80,UDP,135,1.292,39,31,4849,273,1,0,1,0,normal
171.213.147.150,102.71.154.40,16490,80,ICMP,1161,4.938,96,94,8392,9540,0,1,1,0,normal
228.186.129.60,160.126.212.163,17155,53,TCP,591,4.183,54,7,8307,1520,0,1,0,0,normal
67.81.69.20,155.123.181.85,28956,21,ICMP,1384,1.314,27,24,6357,5428,1,0,1,0,normal
75.219.142.174,59.135.41.88,29444,25,TCP,481,4.297,61,63,6932,8973,0,0,1,0,normal
254.1.219.141,136.116.194.203,15366,443,ICMP,153,3.584,94,18,5328,5444,1,1,1,0,normal
97.111.53.19,62.101.158.146,14818,53,TCP,882,4.081,26,67,6726,9568,1,0,1,0,normal
136.216.30.63,101.170.210.84,25853,21,ICMP,78,3.876,23,98,1127,1722,1,0,0,0,normal
241.244.131.146,213.89.244.57,25925,21,TCP,963,0.721,33,46,2668,1732,1,1,1,0,normal
217.132.190.37,173.153.204.251,4667,53,ICMP,1287,3.172,38,96,624,1326,0,1,0,0,normal
18.82.193.3,112.198.79.254,50454,80,TCP,601,0.052,977,0,61582,0,1,0,0,0,ddos
70.230.27.8,134.110.138.228,45522,53,ICMP,664,3.746,23,45,1444,455,0,0,0,0,normal
121.197.134.230,112.198.79.254,34536,443,TCP,987,0.062,428,0,228335,0,1,0,0,0,ddos
28.144.208.205,121.190.213.218,54518,25,ICMP,1401,3.646,52,9,2191,5428,0,0,0,0,normal
243.172.3.108,242.112.100.230,21109,25,ICMP,1332,2.665,29,46,3878,8698,1,0,0,0,normal
231.80.191.201,254.79.159.189,41588,57099,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
240.57.205.78,119.37.54.69,62388,80,TCP,1178,0.161,59,16,7673,9518,1,0,0,0,normal
125.130.102.71,178.246.116.134,16510,22,TCP,678,4.06,61,30,4471,7499,1,1,1,0,normal
57.185.116.102,190.138.22.185,38514,53,ICMP,104,2.235,14,79,6896,8229,0,1,0,0,normal
231.80.191.201,254.79.159.189,48792,32486,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
219.239.185.152,124.215.130.132,4829,21,UDP,296,3.229,54,36,4173,766,0,1,0,0,normal
178.178.107.68,165.223.191.115,1381,80,TCP,500,4.48,88,88,1498,4079,0,0,0,0,normal
165.153.110.154,112.198.79.254,6999,80,TCP,555,0.031,882,0,315131,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,48385,10007,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
141.51.218.61,112.198.79.254,64516,443,TCP,766,0.069,354,0,418813,0,1,0,0,0,ddos
131.138.56.28,113.172.202.127,33585,21,TCP,84,1.707,27,55,9676,2288,1,1,1,0,normal
144.180.220.159,23.215.58.102,52881,80,ICMP,1328,4.204,23,47,290,3807,0,1,0,0,normal
19.179.58.249,159.101.99.107,56870,21,ICMP,810,3.8,13,52,2082,9977,1,0,1,0,normal
50.22.178.185,138.56.71.120,61527,443,TCP,522,1.121,35,57,1573,7841,1,1,1,0,normal
43.37.6.226,116.173.37.129,46770,443,UDP,597,4.425,3,78,7322,5494,1,1,1,0,normal
144.173.219.143,243.202.85.169,27193,21,UDP,157,2.261,59,28,1417,1879,0,1,0,0,normal
231.80.191.201,254.79.159.189,47454,9534,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
197.162.47.190,108.255.212.195,18301,80,UDP,631,4.17,64,31,2082,7180,1,1,0,0,normal
32.48.18.235,27.56.184.82,46141,21,TCP,955,0.209,54,94,6437,9008,1,1,1,0,normal
62.156.216.29,112.198.79.254,39217,443,TCP,712,0.075,461,0,363108,0,1,0,0,0,ddos
163.10.143.226,112.198.79.254,36769,443,TCP,952,0.095,472,0,467205,0,1,0,0,0,ddos
234.250.175.78,138.146.1.4,18077,53,ICMP,851,1.332,75,90,8018,5890,1,1,0,0,normal
52.117.246.89,202.25.193.253,15762,53,TCP,613,2.857,76,8,8144,2680,1,0,1,0,normal
13.91.192.43,215.82.120.70,10635,443,ICMP,83,0.906,80,60,8836,9892,1,0,1,0,normal
232.211.248.239,111.211.60.254,4055,443,ICMP,553,2.511,33,87,6414,8237,1,1,0,0,normal
155.27.86.73,21.30.107.188,11228,53,TCP,765,0.981,64,100,823,6648,0,1,1,0,normal
231.80.191.201,254.79.159.189,44387,16711,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
205.41.34.122,112.198.79.254,49111,443,TCP,987,0.02,230,0,356405,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49912,8095,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
85.133.138.231,179.89.31.86,21033,80,ICMP,1375,1.013,17,74,5236,9073,0,0,0,0,normal
54.111.205.131,67.193.41.111,50566,21,TCP,197,1.17,26,14,8665,9046,0,0,1,0,normal
245.172.177.79,112.198.79.254,52061,80,TCP,1272,0.086,635,0,215119,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,46567,48213,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
23.60.25.115,72.88.16.46,2054,21,TCP,1089,2.716,27,85,3040,4878,0,1,1,0,normal
41.223.57.67,81.207.158.245,26259,25,UDP,1146,1.852,48,47,5858,7026,0,1,1,0,normal
169.221.241.73,104.187.6.202,16244,25,ICMP,912,3.07,8,88,3630,1516,0,0,1,0,normal
26.192.147.229,10.248.7.150,31776,80,UDP,429,2.424,93,76,5352,9980,0,0,0,0,normal
33.129.218.172,112.198.79.254,40131,80,TCP,602,0.038,108,0,415148,0,1,0,0,0,ddos
255.160.102.98,13.136.78.42,56401,25,TCP,790,0.602,54,35,7731,385,0,1,1,0,normal
25.118.139.43,112.198.79.254,60950,80,TCP,1441,0.057,634,0,148219,0,1,0,0,0,ddos
76.160.236.104,112.198.79.254,7915,443,TCP,1482,0.066,414,0,149998,0,1,0,0,0,ddos
143.61.23.73,113.28.206.150,15419,443,UDP,455,2.584,6,33,1710,862,1,1,0,0,normal
30.37.32.111,112.198.79.254,38449,443,TCP,1299,0.083,729,0,184938,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49307,17806,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
46.92.176.213,244.127.109.161,33504,22,ICMP,489,2.473,7,56,8963,9037,1,0,1,0,normal
187.2.129.138,49.163.126.18,9095,25,TCP,1462,3.058,92,83,3840,6339,0,0,0,0,normal
236.29.19.27,32.149.28.82,49082,53,TCP,1050,4.487,19,78,3587,2348,1,1,1,0,normal
231.80.191.201,254.79.159.189,47415,61620,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
63.41.122.27,234.131.173.217,49977,53,TCP,947,3.515,53,95,642,3751,0,0,1,0,normal
51.101.82.157,112.198.79.254,36184,80,TCP,889,0.008,343,0,229073,0,1,0,0,0,ddos
250.164.221.221,225.197.42.19,53900,443,TCP,1344,1.707,32,26,3926,9978,0,1,1,0,normal
124.66.74.4,251.218.70.29,61077,25,TCP,1295,2.063,4,51,1483,166,0,0,0,0,normal
176.33.176.218,92.172.82.49,59535,25,UDP,1354,4.317,78,27,6192,4470,0,1,0,0,normal
144.128.231.138,90.173.18.60,20343,53,ICMP,731,1.314,84,15,3327,4158,1,0,1,0,normal
164.45.9.220,209.4.255.15,6304,25,ICMP,235,2.326,95,36,7037,8651,0,1,1,0,normal
252.184.93.5,93.185.238.140,21771,53,ICMP,844,3.89,13,25,3678,7595,1,0,1,0,normal
182.90.162.66,67.179.22.151,57781,53,UDP,827,4.286,67,62,8183,3994,1,0,1,0,normal
144.29.8.138,122.212.25.223,39204,53,TCP,123,2.633,73,23,748,6541,1,1,1,0,normal
231.80.191.201,254.79.159.189,45715,60048,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
213.80.224.103,238.241.63.51,8917,53,UDP,200,0.588,77,17,1367,142,1,0,0,0,normal
231.80.191.201,254.79.159.189,43758,38635,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
147.231.154.237,112.198.79.254,29787,80,TCP,972,0.026,530,0,486775,0,1,0,0,0,ddos
26.90.29.41,90.98.13.104,45655,53,TCP,156,0.162,58,30,4889,5915,1,0,1,0,normal
17.122.204.156,91.29.33.137,63818,80,ICMP,1305,2.415,58,22,4199,9939,1,1,1,0,normal
102.148.220.209,112.198.79.254,33190,80,TCP,894,0.094,344,0,264735,0,1,0,0,0,ddos
10.199.114.82,17.58.90.57,23351,22,TCP,86,1.348,96,20,9968,7736,1,1,1,0,normal
55.163.227.158,13.159.142.58,26007,53,TCP,717,3.898,39,54,9983,3318,1,1,0,0,normal
30.248.144.142,112.198.79.254,59208,443,TCP,1297,0.022,436,0,231013,0,1,0,0,0,ddos
137.221.81.32,145.5.13.119,8590,21,TCP,1472,1.127,63,71,4515,9737,0,0,0,0,normal
230.178.89.213,112.198.79.254,44932,80,TCP,833,0.057,889,0,228468,0,1,0,0,0,ddos
114.206.238.36,40.192.225.44,41331,25,TCP,880,1.289,41,43,3588,2427,0,0,0,0,normal
84.196.103.41,14.94.27.5,19985,25,UDP,1488,0.162,68,66,2054,747,0,1,1,0,normal
165.56.202.163,168.54.164.146,26114,25,UDP,703,0.998,84,33,4667,9378,0,1,0,0,normal
132.215.102.132,112.198.79.254,59602,443,TCP,1192,0.024,196,0,87864,0,1,0,0,0,ddos
80.149.188.122,112.198.79.254,4008,443,TCP,953,0.044,646,0,396985,0,1,0,0,0,ddos
131.136.212.192,178.222.243.241,41877,22,UDP,217,0.351,46,26,1775,5912,0,0,1,0,normal
231.80.191.201,254.79.159.189,40779,31694,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
174.152.167.21,201.72.209.96,50813,22,UDP,287,3.224,23,72,6643,5733,0,0,0,0,normal
175.41.210.243,64.25.52.83,32282,25,ICMP,281,3.419,18,79,7997,2079,0,1,0,0,normal
231.80.191.201,254.79.159.189,47884,49319,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
28.65.80.163,112.198.79.254,12222,80,TCP,1477,0.005,515,0,460550,0,1,0,0,0,ddos
248.30.127.249,112.198.79.254,39344,443,TCP,1090,0.085,572,0,299166,0,1,0,0,0,ddos
75.163.88.211,107.226.83.108,45283,80,TCP,1166,3.916,22,4,4103,8571,1,1,0,0,normal
231.80.191.201,254.79.159.189,44275,36849,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
98.54.14.21,253.40.222.138,57824,80,UDP,1495,3.383,76,47,7445,3175,0,1,0,0,normal
94.35.92.181,114.53.203.243,43296,25,TCP,729,1.041,85,29,2552,6472,0,1,1,0,normal
231.80.191.201,254.79.159.189,44960,13224,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
96.128.55.127,51.55.47.176,57239,25,UDP,809,3.546,72,1,2034,8271,1,0,1,0,normal
193.27.180.155,112.198.79.254,48718,443,TCP,1490,0.019,693,0,498644,0,1,0,0,0,ddos
134.203.5.165,183.104.126.222,18407,53,TCP,738,3.746,42,15,8325,4957,0,0,1,0,normal
86.92.170.51,242.143.244.11,35699,443,ICMP,127,4.818,4,57,1446,654,1,0,0,0,normal
231.80.191.201,254.79.159.189,42924,17296,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
212.213.17.69,71.119.154.108,58961,25,ICMP,1495,0.882,89,51,4334,3144,1,1,0,0,normal
30.239.86.244,207.118.149.115,57186,80,ICMP,1020,3.362,99,54,4811,8213,1,0,0,0,normal
52.175.181.224,153.145.68.103,48040,53,TCP,1318,2.066,8,35,312,4988,0,1,1,0,normal
217.91.132.167,207.188.29.19,45775,80,UDP,1041,3.515,32,99,2878,7570,1,1,0,0,normal
250.144.13.248,172.92.211.8,34283,443,TCP,1005,3.639,100,51,1175,3016,1,1,1,0,normal
45.240.37.146,33.33.34.182,12620,80,TCP,1220,2.808,89,68,1611,1676,1,0,1,0,normal
76.90.142.131,102.73.22.123,19306,21,TCP,1049,1.198,84,96,5703,3982,0,1,0,0,normal
44.58.18.35,240.167.202.77,38519,443,UDP,599,3.781,17,19,7494,3810,0,1,1,0,normal
53.122.86.206,112.198.79.254,45463,443,TCP,1102,0.024,298,0,235449,0,1,0,0,0,ddos
143.253.116.20,112.198.79.254,29429,443,TCP,1196,0.092,862,0,441921,0,1,0,0,0,ddos
124.118.11.122,13.89.98.8,34218,443,ICMP,530,1.537,94,18,8510,9092,1,1,1,0,normal
205.89.143.206,96.8.172.44,13275,21,ICMP,1114,4.828,37,81,7120,2932,0,1,1,0,normal
93.99.152.177,186.211.198.202,12032,80,TCP,319,0.579,70,80,2820,5515,1,1,1,0,normal
29.205.85.226,128.211.158.35,33912,53,ICMP,1048,2.614,87,32,9849,121,1,0,0,0,normal
214.92.31.142,92.51.91.128,12793,21,ICMP,1447,3.835,13,98,193,5207,1,0,0,0,normal
129.234.135.30,237.104.25.122,44521,443,TCP,754,1.13,73,46,3061,3859,1,0,0,0,normal
81.87.114.162,182.49.92.200,38174,53,TCP,1358,4.749,2,94,9864,1805,1,0,0,0,normal
115.95.235.101,221.21.134.15,17433,443,ICMP,1010,2.018,23,3,4316,7006,0,1,0,0,normal
100.232.181.230,112.198.79.254,4097,443,TCP,772,0.026,411,0,457498,0,1,0,0,0,ddos
71.47.5.98,149.189.81.118,33600,21,TCP,503,4.155,36,25,7964,2466,1,0,0,0,normal
165.22.170.229,255.79.176.246,51302,21,ICMP,231,4.601,13,33,1181,4173,0,1,0,0,normal
72.117.111.20,141.68.162.239,34086,22,TCP,1372,1.548,34,43,9240,1460,0,0,1,0,normal
253.39.150.149,112.198.79.254,44683,80,TCP,1363,0.04,347,0,229641,0,1,0,0,0,ddos
224.184.196.24,197.126.237.238,57543,21,TCP,391,3.952,61,86,3415,3710,1,0,1,0,normal
139.84.155.64,180.145.24.45,43685,443,TCP,1236,2.34,69,79,8660,3363,1,1,0,0,normal
119.0.32.223,127.85.104.76,1527,21,UDP,1087,1.407,35,80,4141,5581,0,0,0,0,normal
20.201.32.205,163.35.130.34,64784,443,ICMP,1202,4.756,63,91,4084,1100,1,0,1,0,normal
251.107.168.202,55.163.248.95,40299,22,UDP,1126,4.217,24,99,9872,3921,1,1,1,0,normal
84.65.171.8,94.202.214.146,35911,21,UDP,619,2.025,73,4,7399,5134,1,0,0,0,normal
28.195.49.75,216.152.241.79,10984,21,UDP,1403,1.559,26,87,9221,1369,1,0,1,0,normal
214.184.50.197,112.198.79.254,4669,443,TCP,856,0.013,125,0,317695,0,1,0,0,0,ddos
247.150.65.76,112.153.153.131,17814,22,UDP,599,2.061,52,77,4343,3231,0,0,0,0,normal
33.67.203.131,64.110.227.55,5759,53,TCP,1303,0.869,92,4,659,3160,1,0,1,0,normal
94.82.130.162,119.18.218.66,7164,443,TCP,1359,3.264,25,69,4408,5519,0,0,0,0,normal
71.155.156.210,184.30.214.202,8962,53,ICMP,1187,0.232,96,48,7060,1411,1,1,1,0,normal
57.151.113.73,110.212.222.8,38096,25,TCP,734,2.759,41,4,2128,3306,0,1,1,0,normal
10.183.242.223,27.230.124.7,53852,21,ICMP,835,3.498,93,44,8080,7935,0,1,0,0,normal
171.77.29.164,112.198.79.254,25664,80,TCP,1151,0.026,913,0,93607,0,1,0,0,0,ddos
120.158.112.246,112.198.79.254,51757,80,TCP,890,0.046,879,0,495746,0,1,0,0,0,ddos
181.136.234.32,112.198.79.254,20709,443,TCP,721,0.069,970,0,174244,0,1,0,0,0,ddos
80.9.103.80,54.95.49.197,43627,53,TCP,1431,2.0,44,10,7155,682,1,0,0,0,normal
231.80.191.201,254.79.159.189,44792,15030,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
22.219.113.7,115.218.107.55,59428,25,ICMP,508,3.641,17,70,3531,6113,0,1,1,0,normal
246.137.253.66,134.147.119.16,14407,53,UDP,306,4.887,24,87,5029,245,1,1,0,0,normal
101.45.194.120,173.224.36.150,15833,80,TCP,1480,3.137,61,6,5670,9283,0,1,0,0,normal
157.141.124.125,112.198.79.254,3114,80,TCP,1236,0.061,603,0,98182,0,1,0,0,0,ddos
60.20.54.75,112.198.79.254,22173,80,TCP,1062,0.017,658,0,55814,0,1,0,0,0,ddos
232.114.95.175,112.198.79.254,41752,80,TCP,984,0.059,466,0,291389,0,1,0,0,0,ddos
20.161.150.123,190.122.138.171,25177,443,TCP,1222,1.971,98,17,7029,1121,0,0,0,0,normal
172.138.217.136,62.224.21.134,52553,53,ICMP,712,2.736,27,57,9332,2285,1,0,0,0,normal
251.71.251.96,227.108.98.178,23075,443,TCP,1016,3.191,55,5,4508,9615,0,1,0,0,normal
12.178.206.242,153.239.247.158,35707,22,ICMP,807,0.117,84,38,6499,949,0,0,0,0,normal
125.236.54.49,216.11.171.195,20705,25,TCP,1290,2.374,68,35,2542,4743,0,0,1,0,normal
146.137.212.106,245.85.88.103,14156,22,ICMP,931,0.586,26,38,7415,5632,0,1,0,0,normal
231.80.191.201,254.79.159.189,42609,42049,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
54.223.101.42,112.198.79.254,11799,80,TCP,1492,0.038,416,0,78949,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,47604,41815,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
194.75.73.52,211.229.191.27,51546,443,UDP,1346,1.427,87,31,119,2130,0,0,1,0,normal
73.188.61.166,205.109.73.54,7210,22,TCP,390,3.761,57,69,273,7990,1,1,0,0,normal
78.48.246.232,47.49.146.243,49777,80,TCP,469,1.639,19,74,4910,4086,0,1,0,0,normal
144.186.38.82,69.76.116.67,31686,25,UDP,1283,2.282,48,6,4647,7147,0,0,1,0,normal
110.26.51.200,179.131.206.68,59539,443,ICMP,1330,4.219,75,33,9636,6932,0,0,0,0,normal
169.159.206.65,104.237.6.45,56160,443,UDP,582,4.961,13,12,2671,5699,0,0,1,0,normal
86.21.55.60,48.85.97.186,61610,25,TCP,405,3.486,78,46,6259,5396,1,1,0,0,normal
106.103.105.209,142.193.66.207,26201,25,TCP,775,0.843,93,12,4685,3842,0,1,1,0,normal
49.220.58.120,166.7.225.91,41293,80,ICMP,207,1.365,94,55,4616,4147,1,0,0,0,normal
81.249.56.136,237.153.234.67,54347,21,ICMP,1297,4.205,46,21,2767,6094,1,1,1,0,normal
187.253.216.174,6.90.135.195,4665,80,ICMP,648,0.972,57,4,4769,9645,0,1,0,0,normal
26.180.127.187,6.12.14.73,38521,53,TCP,1392,0.457,52,44,7493,4827,1,1,1,0,normal
78.25.93.69,222.229.189.195,26173,80,TCP,1358,2.693,6,91,5083,5291,1,0,0,0,normal
231.80.191.201,254.79.159.189,49245,53555,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
15.164.245.91,125.219.35.96,8804,53,TCP,1014,0.094,41,76,2604,9765,1,0,1,0,normal
94.7.82.12,218.152.96.146,16523,80,ICMP,439,4.878,68,69,6707,9592,1,1,1,0,normal
106.178.81.55,194.156.118.96,59000,21,ICMP,1407,3.961,20,10,7765,6705,1,0,0,0,normal
231.80.191.201,254.79.159.189,43221,63010,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
128.138.180.18,12.104.237.152,42905,443,ICMP,1224,1.426,96,91,8427,9815,1,1,1,0,normal
137.60.195.198,125.105.71.117,30104,80,UDP,1389,1.727,86,25,302,2972,1,0,1,0,normal
48.46.64.2,112.198.79.254,35468,443,TCP,1361,0.021,573,0,479450,0,1,0,0,0,ddos
31.93.149.93,86.88.26.78,23644,80,UDP,964,2.482,77,69,5137,9999,0,1,0,0,normal
124.19.132.109,112.198.79.254,52080,443,TCP,912,0.077,624,0,306009,0,1,0,0,0,ddos
126.174.119.202,49.32.25.195,17681,80,UDP,934,1.255,8,29,9323,9250,0,1,0,0,normal
17.207.55.12,112.198.79.254,40173,80,TCP,1395,0.057,386,0,205290,0,1,0,0,0,ddos
23.196.199.49,45.230.193.145,27632,53,ICMP,516,0.997,1,79,9032,8280,1,1,1,0,normal
114.32.108.133,43.237.187.24,60209,443,UDP,628,3.778,30,31,6005,9965,0,0,0,0,normal
231.80.191.201,254.79.159.189,45475,21500,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
190.24.151.50,54.140.130.18,35162,53,TCP,1025,4.138,95,56,8153,3811,1,0,1,0,normal
231.101.136.190,112.198.79.254,51176,443,TCP,1230,0.076,869,0,149550,0,1,0,0,0,ddos
155.239.96.213,139.109.186.127,22271,53,ICMP,72,2.135,38,34,2855,4790,1,1,1,0,normal
237.57.70.199,26.23.109.217,6702,80,TCP,1088,2.471,18,37,4766,6275,0,1,1,0,normal
55.213.152.96,112.198.79.254,29728,443,TCP,1394,0.097,664,0,490495,0,1,0,0,0,ddos
53.100.46.66,9.249.1.49,15035,25,ICMP,931,3.589,7,64,7148,765,0,0,1,0,normal
128.191.75.81,112.198.79.254,19578,443,TCP,902,0.096,881,0,408013,0,1,0,0,0,ddos
76.130.239.68,113.8.78.190,1788,53,TCP,947,3.262,20,61,4128,9789,0,0,0,0,normal
231.80.191.201,254.79.159.189,46682,29924,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
182.131.180.160,34.249.137.63,4567,443,TCP,289,2.611,62,24,2333,9948,0,1,1,0,normal
83.208.214.48,112.198.79.254,26077,443,TCP,810,0.004,914,0,277426,0,1,0,0,0,ddos
108.209.253.152,234.117.214.179,7169,21,TCP,130,0.513,3,58,385,7630,0,0,0,0,normal
233.140.240.117,112.198.79.254,44475,80,TCP,1184,0.016,923,0,300542,0,1,0,0,0,ddos
